x,y
128.5883813,35.8452658
128.5883388,35.8449141
128.5883813,35.8445624
128.5885073,35.8442243
128.5887119,35.8439127
128.5889872,35.8436395
128.5893227,35.8434154
128.5897054,35.8432488
128.5901207,35.8431462
128.5905526,35.8431116
128.5909845,35.8431462
128.5913998,35.8432488
128.5917826,35.8434154
128.592118,35.8436395
128.5923934,35.8439127
128.592598,35.8442243
128.5927239,35.8445624
128.5927665,35.8449141
128.592724,35.8452658
128.592598,35.8456039
128.5923934,35.8459155
128.5921181,35.846188
128.5506122,35.9268374
128.5502764,35.9270615
128.5498933,35.9272281
128.5494775,35.9273307
128.5490452,35.9273653
128.5486128,35.9273307
128.5481971,35.9272281
128.547814,35.9270615
128.5474781,35.9268374
128.5472025,35.9265642
128.5469978,35.9262526
128.5468717,35.9259145
128.5468291,35.9255628
128.5468717,35.9252112
128.5469978,35.924873
128.5472026,35.9245614
128.5474782,35.9242883
128.547814,35.9240641
128.5481971,35.9238976
128.5486129,35.923795
128.5490452,35.9237603
128.5494775,35.923795
128.5498932,35.9238976
128.5502764,35.9240641
128.5506122,35.9242883
128.5508878,35.9245614
128.5510926,35.924873
128.5512187,35.9252112
128.5512613,35.9255628
128.5512187,35.9259145
128.5510926,35.9262526
128.5508878,35.9265642
128.5506122,35.926837
128.6247257,35.8936099
128.62439,35.893834
128.6240071,35.8940006
128.6235915,35.8941032
128.6231593,35.8941378
128.6227272,35.8941032
128.6223116,35.8940006
128.6219286,35.893834
128.6215929,35.8936099
128.6213174,35.8933367
128.6211127,35.8930251
128.6209867,35.892687
128.6209441,35.8923353
128.6209867,35.8919836
128.6211128,35.8916455
128.6213175,35.8913339
128.621593,35.8910607
128.6219287,35.8908366
128.6223116,35.89067
128.6227272,35.8905675
128.6231593,35.8905328
128.6235915,35.8905675
128.624007,35.89067
128.62439,35.8908366
128.6247257,35.8910607
128.6250012,35.8913339
128.6252059,35.8916455
128.6253319,35.8919836
128.6253745,35.8923353
128.6253319,35.892687
128.6252059,35.8930251
128.6250012,35.8933367
128.6247257,35.893609
128.5976295,35.9013965
128.5972937,35.9016207
128.5969107,35.9017872
128.5964951,35.9018898
128.5960629,35.9019245
128.5956307,35.9018898
128.5952151,35.9017872
128.5948321,35.9016207
128.5944964,35.9013965
128.5942209,35.9011234
128.5940161,35.9008117
128.5938901,35.9004736
128.5938475,35.9001219
128.5938901,35.8997703
128.5940162,35.8994322
128.5942209,35.8991205
128.5944964,35.8988474
128.5948321,35.8986232
128.5952151,35.8984567
128.5956307,35.8983541
128.5960629,35.8983195
128.5964951,35.8983541
128.5969107,35.8984567
128.5972937,35.8986232
128.5976294,35.8988474
128.5979049,35.8991205
128.5981097,35.8994322
128.5982357,35.8997703
128.5982783,35.9001219
128.5982357,35.9004736
128.5981097,35.9008117
128.597905,35.9011234
128.5976295,35.901396
128.6413506,35.8786571
128.641015,35.8788812
128.6406321,35.8790478
128.6402166,35.8791504
128.6397845,35.879185
